Timestamp, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
344, 11.48595, 9.165, 6.40605, 97.9808, -544.68878, -186.7205
345, 12.28995, 9.17205, 5.022, 107.56853, -618.81445, -238.72429
346, 14.13405, 9.201, 3.24795, 112.39784, -689.79675, -315.72552
347, 14.316, 8.04705, 4.46895, 132.7708, -786.04437, -400.63644
348, 13.63605, 6.73695, 6.38505, 178.55083, -874.24048, -551.76337
349, 13.63605, 6.73695, 6.38505, 191.36073, -900.41962, -673.27631
350, 11.66505, 4.077, 7.932, 212.71059, -823.77295, -795.91571
351, 2.13795, 0.69405, 11.79795, 257.93127, -728.71497, -808.09534
352, -9.09705, -1.41, 9.39705, 311.55008, -601.38794, -718.22119
353, -13.38, -0.31605, -1.173, 265.91187, -488.8956, -616.0177
354, -18.76005, 0.45195, -6.46395, 157.3428, -361.00925, -429.96686
355, -15.70095, 0.82305, -5.871, 79.01017, -262.65817, -288.84521
356, -4.90005, 0.531, -1.69695, 18.60036, -153.9552, -200.29459
357, -4.90005, 0.531, -1.69695, 36.94073, -106.21349, -231.16911
358, -1.632, -1.92705, 4.917, 95.04224, -113.21718, -308.09158
359, -2.99205, -2.45805, 5.74095, 140.05022, -77.30848, -356.88107
360, -7.785, -4.86705, 3.18795, 181.56029, -55.32838, -354.9982
361, -12.43005, -6.35895, 1.41405, 196.19005, 38.47698, -289.26276
362, -12.504, -7.73295, -1.39305, 205.36024, 113.09113, -189.37544
363, -19.038, -5.08005, 0.186, 195.90645, 23.91025, -54.69813
364, -19.038, -5.08005, 0.186, 191.0141, -49.93184, -3.60032
365, -9.87495, -5.013, 0.34395, 198.08081, -89.13361, 19.49847
366, -6.15, -4.76895, 0.28905, 209.97685, -105.72504, 24.11508
367, -6.20505, -3.03495, -0.20595, 221.95168, -144.01294, 46.52059
368, -6.92295, -3.77805, 1.63005, 232.51631, -164.59071, 77.17455
369, -6.37995, -3.54495, 4.29495, 224.60661, -112.72086, 106.57588
370, -2.46, -0.28395, 5.20905, 186.94897, -10.45433, 109.3096
371, -2.21295, 0.22695, -1.056, 123.88422, 67.6656, 67.87043
